Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,STOCHk_14_3_3,STOCHd_14_3_3,RSI_14,CMO_14,CCI_14_0.015,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PPO_12_26_9,PPOh_12_26_9,PPOs_12_26_9,EMA_10,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,ADX_14,DMP_14,DMN_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,FWMA_10,WILLR_14,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,OBV,AD
2012-06-29 00:00:00-04:00,23.75,24.75,22.829999923706055,24.600000381469727,10922400,0.0,0.0,,,,,,,,,,,,,,,0.02,0,,,,,,,,,,,,,,,28.0,10922400.0,9215779.407986823
2012-07-02 00:00:00-04:00,24.75,25.200000762939453,24.100000381469727,24.770000457763672,656700,0.0,0.0,,,,,,,,,,,,,22.829999923706055,,0.04,0,,,,,,,,,,,,,,,27.56999969482422,11579100.0,9359059.221656267
2012-07-03 00:00:00-04:00,24.850000381469727,25.31999969482422,24.600000381469727,25.309999465942383,401100,0.0,0.0,,,,,,,,,,,,,22.829999923706055,,0.06,0,,,,,,,,,,,,,,,29.510000228881836,11980200.0,9749017.289351312
2012-07-05 00:00:00-04:00,25.5,26.260000228881836,25.139999389648438,25.959999084472656,541000,0.0,0.0,,,,,,,,,,,,,22.979399909973143,,0.08,0,,,,,,,,,,,,,,,31.649999618530273,12521200.0,10000194.972367236
2012-07-06 00:00:00-04:00,25.75,26.1200008392334,25.100000381469727,25.84000015258789,355100,0.0,0.0,,,,,,,,,,,,,23.24184793548584,,0.08,0,,,,24.20124224661706,25.295999908447264,26.39075757027747,8.655579267808461,0.7484569248098125,,,,,,,32.43000030517578,12166100.0,10160337.719022833
2012-07-09 00:00:00-04:00,25.959999084472656,26.299999237060547,25.18000030517578,25.270000457763672,152400,0.0,0.0,,,,,,,,,,,,,23.48330011895752,,0.1,0,,,,24.56995409604056,25.429999923706056,26.29004575137155,6.7640254050001225,0.4069820114256666,,,,,,,32.279998779296875,12013700.0,10032430.641049664
2012-07-10 00:00:00-04:00,25.219999313354492,25.690000534057617,25.049999237060547,25.049999237060547,304000,0.0,0.0,,,,,,,,,,,,,23.76497003076782,,0.1,0,,,,24.78302321018324,25.48599967956543,26.18897614894762,5.516569710591601,0.18988973209297963,,,,,,,29.68000030517578,11709700.0,9728430.641049664
2012-07-11 00:00:00-04:00,25.020000457763672,25.350000381469727,23.489999771118164,23.739999771118164,296500,0.0,0.0,,,,,,,,,,,,,,26.299999237060547,0.02,1,,,,23.58649548204202,25.171999740600587,26.75750399915915,12.597364332570393,0.04840866501856587,,,,,,,29.75,11413200.0,9511634.915970294
2012-07-12 00:00:00-04:00,23.299999237060547,24.469999313354492,22.6200008392334,24.079999923706055,325500,0.0,0.0,,,,,,,,,,,,,,26.2437992477417,0.04,0,,,,23.245020615834385,24.795999908447264,26.346979201060144,12.509915295527218,0.2691780966543435,,,,,24.460000038146973,,29.600000381469727,11738700.0,9699897.179716619
2012-07-13 00:00:00-04:00,24.690000534057617,24.920000076293945,23.979999542236328,24.18000030517578,89100,0.0,0.0,,,,,,,,,,,,24.879999923706055,,26.098847311401368,0.04,0,,,,23.28236714983762,24.463999938964843,25.645632728092068,9.660176521217107,0.37982745722601813,24.34993007633236,,,,24.460000038146973,,29.889999389648438,11827800.0,9648712.196426202
2012-07-16 00:00:00-04:00,24.079999923706055,24.559999465942383,23.799999237060547,24.3799991607666,118100,0.0,0.0,,,,,,,,,,,,24.7890906940807,,25.95969345251465,0.04,0,,,,23.416830470203585,24.28599967956543,25.15516888892727,7.157779962363861,0.5540743276387973,24.360768911721824,,,,24.460000038146973,,30.260000228881836,11945900.0,9710870.013165189
2012-07-17 00:00:00-04:00,24.479999542236328,24.479999542236328,23.93000030517578,24.270000457763672,227500,0.0,0.0,,,,,,,,,,,,24.694710651113965,,25.826105747983398,0.04,0,,,,23.692552852408998,24.129999923706055,24.567446995003113,3.6257527781199554,0.6600199695502661,24.325314661839627,,,,24.460000038146973,,29.850000381469727,11718400.0,9764643.256841453
2012-07-18 00:00:00-04:00,24.43000030517578,24.690000534057617,24.0,24.229999542236328,103800,0.0,0.0,,,,,,,,,,,,24.61021772222712,,25.697861551633398,0.04,0,,,,24.029848875345458,24.227999877929687,24.426150880513916,1.6357190323806563,0.5050458092075293,24.28657323663885,,,,24.460000038146973,,29.030000686645508,11614600.0,9730043.065553883
2012-07-19 00:00:00-04:00,24.670000076293945,24.670000076293945,23.899999618530273,24.0,254500,0.0,0.0,,,,,-55.268921226537195,,,,,,,24.49926904545855,,25.5747471231374,0.04,0,,,,23.962392625492075,24.211999893188477,24.461607160884878,2.0618475863005665,0.07533309197083694,24.172727158019597,-62.500006478768555,,,24.460000038146973,,29.700000762939453,11360100.0,9541647.174525352
2012-07-20 00:00:00-04:00,24.040000915527344,25.229999542236328,23.899999618530273,25.229999542236328,260900,0.0,0.0,,,58.528622953001616,17.057245906003235,7.742106158812899,,,,,,,24.63212913578178,,25.45655727178124,0.04,0,,19.332116022322086,19.57922926684378,23.576929628777147,24.421999740600587,25.267069852424026,6.920564415685782,0.9780667250746156,24.573216538329227,-29.076091322648377,,,24.155000686645508,,29.270000457763672,11621000.0,9802547.174525352
2012-07-23 00:00:00-04:00,25.010000228881836,25.010000228881836,23.90999984741211,24.350000381469727,603400,0.0,0.0,51.811593263946584,,46.91271656528167,-6.174566869436657,-33.0487476635913,,,,,,,24.580832998634133,,25.343095014479324,0.04,0,,16.748064746667442,16.962147292738944,23.569397721087917,24.415999984741212,25.262602248394508,6.934815401231814,0.4610208913293703,24.48678320771331,-52.98912240674332,,,23.985000610351562,,29.31999969482422,11017600.0,9681867.593032176
