Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,STOCHk_14_3_3,STOCHd_14_3_3,RSI_14,CMO_14,CCI_14_0.015,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PPO_12_26_9,PPOh_12_26_9,PPOs_12_26_9,EMA_10,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,ADX_14,DMP_14,DMN_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,FWMA_10,WILLR_14,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,OBV,AD
1996-08-22 00:00:00-04:00,9.0,9.0,8.5,8.5,200,0.0,0.0,0.0,,,,,,,,,,,,9.367272836511784,4.189237756976974,,0.06,0,,,,8.095662623445147,9.02000026702881,9.944337910612472,20.495290825266007,0.2187173590524967,8.968531661933952,,,,9.25,,7.0,4840.0,4990.0
1996-08-23 00:00:00-04:00,8.5,9.0,8.5,9.0,700,0.0,0.0,0.0,,,,,,,,,,,,9.300495957146005,4.537883491558356,,0.06,0,,,,8.270542407828968,9.100000190734864,9.92945797364076,18.22984100045198,0.4397195416115535,8.977622498999109,,,,9.25,,7.0,5540.0,5690.0
1996-08-26 00:00:00-04:00,9.0,9.0,9.0,9.0,0,0.0,0.0,0.0,,,,,,,,,,,,9.245860328574004,4.865610482064854,,0.06,0,,,,8.491001048677157,8.94000015258789,9.388999256498623,10.044722511123448,0.5668151081923302,8.984615459308758,,,,9.25,,8.0,5540.0,5690.0
1996-08-27 00:00:00-04:00,8.199999809265137,8.199999809265137,7.599999904632568,7.599999904632568,1200,0.0,0.0,0.0,,,,,-183.03033581778513,,,,,,,8.94661297876647,5.173673853140963,,0.06,0,,,,7.518572199775658,8.640000057220458,9.761427914665258,25.958978009673082,0.036305369229209926,8.447552457556025,-100.0,,,8.749999761581421,,7.800000190734863,4340.0,4490.0
1996-08-28 00:00:00-04:00,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,400,0.0,0.0,0.0,,,46.898004171212044,-6.2039916575759015,-41.55461171735019,,,,,,,8.938137822359888,5.463253421952506,,0.06,0,,29.722320224746113,44.52069173687685,7.534166911390893,8.599999904632568,9.665832897874244,24.78681407118487,0.6407348598701526,8.620279578895836,-45.83334740665168,,,8.749999761581421,,6.599999904632568,4740.0,4490.0
1996-08-29 00:00:00-04:00,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,700,0.0,0.0,0.0,36.11110172889888,,46.89800417121205,-6.203991657575889,-35.344107687221864,,,,,,,8.931203603481775,5.735458216635355,,0.06,0,,29.722320224746113,44.520691736876856,7.596302501480078,8.679999828338623,9.763697155197168,24.969984983651038,0.6015042598791829,8.720978786895326,-45.83334740665168,,,8.749999761581421,,7.0,4740.0,4490.0
1996-08-30 00:00:00-04:00,9.0,9.300000190734863,9.0,9.300000190734863,1450,0.0,0.0,0.0,59.722215875431594,,50.986213406072366,1.9724268121447361,13.282062342414628,,,,,,,8.99825752843688,5.991330723637234,,0.06,0,,35.07589450842204,41.12921906537962,7.562884685402482,8.739999866485595,9.917115047568709,26.93627457814684,0.7378698080055293,8.94685307416049,-29.166657560401855,,,8.749999761581421,,7.0,6190.0,5939.999999999999
1996-09-03 00:00:00-04:00,9.199999809265137,9.5,9.199999809265137,9.5,500,0.0,0.0,0.0,68.05555417581847,54.62962392671631,52.937197410565,5.874394821129999,55.48898999483613,,,,,,,9.089483432357447,6.2318508802190005,,0.06,0,,36.906941101439415,38.74530237367524,7.515764141114974,8.839999866485595,10.164235591856215,29.960084736903514,0.7492003956960488,9.155944010594508,-20.833332505491075,,,8.549999952316284,,7.0,6690.0,6439.999999999999
1996-09-04 00:00:00-04:00,9.0,9.0,9.0,9.0,100,0.0,0.0,0.0,70.28986228987175,66.02254411370727,47.81320566277492,-4.373588674450153,-1.414146372740201,,,,,,,9.073213717383366,6.457939827405861,,0.06,0,,33.42918184254052,38.86352955509049,8.639999548594055,9.119999885559082,9.600000222524109,10.526323311145562,0.3750002069604535,9.096503467826576,-39.130423064491815,,,8.549999952316284,,7.0,6590.0,6439.999999999999
1996-09-05 00:00:00-04:00,8.5,8.5,8.5,8.5,400,0.0,0.0,0.0,59.722229408853956,66.02254862484806,43.299671242935375,-13.400657514129254,-87.87876664224432,,,,,,,8.96899304149548,6.6704634377615095,,0.06,0,,30.34935942307859,44.4960177568626,8.351813820758146,9.039999961853027,9.728186102947909,15.225357168116993,0.10766431521426385,8.866433547093319,-60.86955620345525,,,8.549999952316284,,7.0,6190.0,6439.999999999999
1996-09-06 00:00:00-04:00,8.5,8.5,8.5,8.5,0,0.0,0.0,0.0,46.37682150953256,58.79630440275275,43.29967124293537,-13.400657514129247,-84.44441179190329,,,,,,,8.883721579405393,6.870235631495819,,0.06,0,,30.349359423078592,44.4960177568626,8.1441568523816,8.960000038146973,9.775843223912345,18.21078531901653,0.2180830543338854,8.725874113869834,-60.86955620345525,,,8.549999952316284,,7.0,6190.0,6439.999999999999
1996-09-09 00:00:00-04:00,8.0,8.0,7.5,7.5,700,0.0,0.0,0.0,26.086962531029837,44.062004483138786,35.52176364848377,-28.95647270303246,-188.85987334103976,,,,,,,8.632135837695321,7.05802149360607,,0.06,0,,25.005704696997913,54.26868257311897,7.2733500838578395,8.6,9.92664991614216,30.85232363121304,0.08542190120557526,8.2559440486081,-100.0,,,8.5,,7.0,5490.0,5739.999999999999
1996-09-10 00:00:00-04:00,7.5,7.5,7.5,7.5,0,0.0,0.0,0.0,13.043481265514918,28.50242176869244,35.52176364848377,-28.956472703032457,-164.48368601821593,,,,,,,8.426292958114352,7.234540203989706,,0.06,0,,25.005704696997917,54.26868257311899,6.999999999999999,8.2,9.399999999999999,29.268292682926823,0.20833333333333384,7.959440554772224,-100.0,,,8.5,,6.599999904632568,5490.0,5739.999999999999
1996-09-11 00:00:00-04:00,7.5,7.5,7.5,7.5,0,0.0,0.0,0.0,0.0,13.043481265514918,35.52176364848377,-28.95647270303246,-129.7634413788976,,,,,,,8.257876056639015,7.400467791750324,,0.06,0,,25.005704696997913,54.26868257311897,6.92020410288673,7.9,8.87979589711327,24.804959420589118,0.29587585476806816,7.786013983346367,-100.0,,,8.5,,6.599999904632568,5490.0,5739.999999999999
1996-09-12 00:00:00-04:00,7.5,7.5,7.5,7.5,0,0.0,0.0,0.0,0.0,4.347827088504973,35.52176364848377,-28.956472703032457,-103.58744155779942,,,,,,,8.120080409977376,,10.0,0.02,1,,25.00570469699791,54.26868257311897,6.900000000000002,7.7,8.499999999999998,20.77922077922073,0.37499999999999967,7.6727272713934624,-100.0,,,8.5,,6.0,5490.0,5739.999999999999
1996-09-13 00:00:00-04:00,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,10,0.0,0.0,0.0,0.0,0.0,33.12103876703644,-33.757922465927116,-109.70843037593838,-0.746931001152852,,,-5.780683559466174,0.0,-5.780683559466174,7.952793028029696,,9.95,0.04,0,,23.34696029910852,57.30225301270938,7.199999809265146,7.439999961853028,7.68000011444091,6.451617038129852,-1.8041112679928892e-14,7.4881118160861355,-100.0,,,8.349999904632568,8.599999904632568,6.0,5480.0,5739.999999999999
1996-09-16 00:00:00-04:00,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,200,0.0,0.0,0.0,7.246376210665257,2.4154587368884193,40.3561720944632,-19.287655811073595,-52.21446348499352,-0.7219155537046618,,,-6.177719883562132,-0.3176290592767659,-5.860090824285366,7.906830624617957,,9.839999992370604,0.04,0,,31.502425203670917,51.20560615798495,7.159999895095778,7.479999923706055,7.799999952316332,8.55615058487138,0.8437497904523878,7.5650348463258545,-78.26087136800423,,,8.099999904632568,8.599999904632568,6.5,5680.0,5739.999999999999
1996-09-17 00:00:00-04:00,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,150,0.0,0.0,0.0,14.492752421330515,7.246376210665257,40.3561720944632,-19.287655811073606,-50.98040250952526,-0.6940895985392173,,,-6.415373809060153,-0.44422638781983004,-5.971147421240323,7.869225021826535,,9.734399985046386,0.04,0,25.933387538642215,31.502425203670914,51.20560615798495,7.1533938466112765,7.519999885559082,7.886605924506888,9.750160758693955,0.7454950336097453,7.611887965168987,-78.26087136800423,,,7.849999904632568,8.599999904632568,6.5,5680.0,5739.999999999999
1996-09-18 00:00:00-04:00,7.5,7.5,7.099999904632568,7.099999904632568,550,0.0,0.0,0.0,14.492752421330515,12.077293684442097,35.07526503039992,-29.849469939200155,-83.95424635978927,-0.7122420237957936,,,-7.337527014024563,-1.0931036742273923,-6.244423339797171,7.72936590960945,,9.633023978015135,0.06,0,26.940055496173397,27.43944090979401,57.49879960349307,6.94040006020993,7.4399998664855955,7.939599672761261,13.430102560248026,0.15972768845968668,7.409790082411332,-100.0,,,7.799999952316284,8.549999952316284,6.300000190734863,5130.0,5189.999999999999
1996-09-19 00:00:00-04:00,7.199999809265137,7.800000190734863,7.199999809265137,7.199999809265137,1110,0.0,0.0,0.0,8.635263719817054,12.540256187492695,36.565172878240965,-26.869654243518063,-60.869563214294885,-0.7103700908062294,,,-8.424326069607964,-1.7439221838486345,-6.68040388575933,7.633117527728665,,9.48104253361218,0.06,0,26.756620604953422,29.58940017958533,49.480743501168604,6.85236363049451,7.379999828338623,7.907636026182736,14.29908428501668,0.329427909031872,7.327272575218361,-95.83333747254461,,,7.549999952316284,8.549999952316284,6.0,6240.0,4079.9999999999995
1996-09-20 00:00:00-04:00,7.0,7.0,7.0,7.0,200,0.0,0.0,0.0,1.388887509151796,8.172301216766455,34.842989809645715,-30.314020380708573,-97.63592375128385,-0.7167624917295026,,,-9.239632193393977,-2.0473826461077165,-7.19224954728626,7.518005249959816,,9.338179975873404,0.08,0,26.98121145246184,28.372045827711336,51.559184982882776,6.738668128075624,7.339999866485596,7.941331604895567,16.385061290141145,0.21729426141332894,7.196503402469875,-100.0,,,7.400000095367432,8.449999809265137,6.5,6040.0,4079.9999999999995
1996-09-23 00:00:00-04:00,7.0,7.0,7.0,7.0,0,0.0,0.0,0.0,1.388887509151796,3.804346246040215,34.842989809645715,-30.314020380708566,-102.97339272669986,-0.7136025495271721,,,-9.57049565228026,-1.9025968839951997,-7.66789876828506,7.423822477239849,,9.151125577803532,0.08,0,27.177843565585484,28.372045827711332,51.55918498288277,6.678463843874618,7.199999904632568,7.721535965390518,14.487112990720664,0.30825879581374743,7.120279662258975,-100.0,,,7.400000095367432,8.449999809265137,6.5,6040.0,4079.9999999999995
1996-09-24 00:00:00-04:00,6.699999809265137,6.699999809265137,6.5,6.5,1450,0.0,0.0,0.0,0.0,0.9259250061011973,30.656550838049156,-38.68689832390169,-168.01718655732105,-0.742880628433868,,,-10.718215314532666,-2.4402532369980836,-8.277962077534582,7.25585475410533,,8.97903553157925,0.1,0,28.222700314218287,25.348336096557304,56.721694751890325,6.476678201704798,6.959999942779541,7.443321683854284,13.888555892192265,0.02412657688783265,6.8804195444067044,-100.0,,,7.150000095367432,8.199999809265137,6.0,4590.0,2630.000000000001
1996-09-25 00:00:00-04:00,7.099999904632568,7.099999904632568,7.0,7.0,700,0.0,0.0,0.0,8.333333333333334,3.2407402808283767,38.60118694316119,-22.797626113677634,-72.19944825381098,-0.7174673782504097,0.002117212409557645,-0.7195845906599674,-10.041408428094604,-1.4107570804480165,-8.630651347646587,7.20933570790436,,8.731131978421324,0.1,0,27.86192516692166,30.3500718394896,49.85532957621508,6.473523895313371,6.939999961853028,7.406476028392684,13.443114383392716,0.5643120220422623,6.925174803166956,-75.0,,,7.150000095367432,8.199999809265137,6.0,5290.0,1930.0000000000025
1996-09-26 00:00:00-04:00,7.0,7.0,7.0,7.0,500,0.0,0.0,0.0,19.444444444444443,9.25925925925926,38.60118694316119,-22.797626113677627,-67.79659834330889,-0.6893804457334491,0.02416331594121457,-0.7135437616746637,-9.65251005102314,-0.817486962701242,-8.835023088321899,7.171274670103567,,8.508018780579192,0.1,0,27.54122608214384,30.350071839489598,49.85532957621508,6.500000000000013,6.9,7.299999999999987,11.594202898550352,0.6250000000000037,6.951748237743245,-66.66666666666667,,,7.150000095367432,8.0,6.699999809265137,5290.0,1930.0000000000025
1996-09-27 00:00:00-04:00,7.0,7.0,7.0,7.0,0,0.0,0.0,0.0,32.26495538394311,20.014244387240296,38.60118694316119,-22.797626113677627,-59.372338606962494,-0.6595188268585277,0.043219947852908835,-0.7027387747114365,-9.255647883154236,-0.33649983586586885,-8.919148047288367,7.140133820993826,,8.307216902521272,0.1,0,27.25502166850867,30.350071839489598,49.85532957621508,6.500000000000013,6.9,7.299999999999987,11.594202898550352,0.6250000000000037,6.969930061927209,-61.538467181504,,,7.150000095367432,8.0,6.699999809265137,5290.0,1930.0000000000025
1996-09-30 00:00:00-04:00,7.0,7.599999904632568,7.0,7.0,1070,0.0,0.0,0.0,36.752132990108436,29.48717760616533,38.60118694316119,-22.797626113677627,-4.48717255093786,-0.6286070875478789,0.05930534973084611,-0.687912437278725,-9.119188182514947,-0.16003210818126234,-8.959156074333684,7.1146549444494935,,8.126495212269145,0.1,0,25.277179281487822,39.497610905274314,43.30753280196702,6.500000000000013,6.9,7.299999999999987,11.594202898550352,0.6250000000000037,6.980419575751244,-61.538467181504,,,7.150000095367432,8.0,6.699999809265137,5290.0,860.000000000003
1996-10-01 00:00:00-04:00,7.0,7.0,7.0,7.0,0,0.0,0.0,0.0,38.46153281849599,35.82620706418251,38.60118694316119,-22.797626113677627,-50.666659800210084,-0.5972248748395597,0.0725500499513323,-0.669774924790892,-8.432539706943192,0.42129309391239467,-8.853832800855587,7.093808590913222,,7.963845691042231,0.1,0,23.50023049847355,39.49761090527432,43.307532801967014,7.0,7.0,7.0,3.1720657846433046e-15,1.0,6.9846153826146695,-61.538467181504,,,7.150000095367432,8.0,6.5,5290.0,860.000000000003
1996-10-02 00:00:00-04:00,7.0,8.0,7.0,8.0,610,0.0,0.0,0.0,58.97435521233066,44.729340340311694,53.901723765181366,7.803447530362737,126.3492450440264,-0.4860596098989731,0.14697225191353513,-0.6330318618125083,-7.652043680971685,0.9614312959071221,-8.613474976878807,7.258570665292636,6.5,,0.02,1,23.198877909872625,51.74726263062421,34.53924774998863,6.400000000000005,7.2,7.999999999999996,22.222222222222097,1.0000000000000029,7.375524474190666,0.0,,,7.25,8.0,7.0,5900.0,1470.0000000000027
1996-10-03 00:00:00-04:00,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,100,0.0,0.0,0.0,75.0427374002734,57.49287514370001,51.15599583786653,2.311991675733051,126.11180007528851,-0.4093795767399042,0.17892182805808332,-0.5883014047979875,-7.6361217105861625,0.7818826130341163,-8.418004323620279,7.357012397191223,6.53,,0.02,0,22.926669727272508,49.58496490226606,33.09599967941723,6.469157664728779,7.360000038146973,8.250842411565168,24.207673065243142,0.7469573550366678,7.538461611821101,-13.333320617675781,,,7.25,8.0,7.0,5800.0,1470.0000000000027
1996-10-04 00:00:00-04:00,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,150,0.0,0.0,0.0,64.44444656372069,66.15384639210824,38.48780840434865,-23.024383191302697,-126.38890541507385,-0.440363851911302,0.11835004230934842,-0.5587138942206504,-7.111670522641797,1.0450670407827864,-8.156737563424583,7.219373762180558,6.5594,,0.02,0,21.82455486170367,39.04326419280204,47.319705373988306,6.218679962515993,7.280000019073486,8.34132007563098,29.157144334528894,0.17964417979314745,7.179720288390047,-93.33333969116211,,,7.25,8.0,7.0,5650.0,1470.0000000000027
1996-10-07 00:00:00-04:00,7.0,7.0,7.0,7.0,200,0.0,0.0,0.0,42.222224341498475,60.56980276849752,43.50957164792251,-12.980856704154972,-28.340076546152364,-0.42771205018537817,0.10480147522821781,-0.532513525413596,-6.434384159706933,1.3778827229741202,-7.812266882681053,7.179487623602274,6.588212,,0.02,0,20.0978565376075,43.365469617744935,43.96444882086426,6.218679962515993,7.280000019073486,8.34132007563098,29.157144334528894,0.3680887931291449,7.109790215125451,-66.66666666666667,,,7.299999952316284,8.0,6.5,5850.0,1470.0000000000027
1996-10-08 00:00:00-04:00,7.0,7.0,7.0,7.0,200,0.0,0.0,0.0,24.444442325168183,43.70370441012911,43.50957164792252,-12.980856704154961,-24.767221679771914,-0.4129254585176554,0.09567045351675252,-0.5085959120344079,-5.326813726748062,1.9883625247463934,-7.315176251494456,7.1468535102200414,6.599999904632568,,0.02,0,18.528299393065357,43.36546961774493,43.96444882086426,6.218679962515993,7.280000019073486,8.34132007563098,29.157144334528894,0.3680887931291449,7.0699300732645955,-66.66666666666667,,,7.299999952316284,8.0,6.5,5850.0,1470.0000000000027
1996-10-09 00:00:00-04:00,7.0,7.0,7.0,7.0,0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,43.50957164792252,-12.980856704154963,-19.506963874992078,-0.3966348187948805,0.089568874591622,-0.4862036933865025,-4.0928045159837065,2.5778973884085996,-6.670701904392306,7.120152871998215,6.627999906539917,,0.02,0,17.09912112437789,43.36546961774492,43.96444882086426,6.2961631145016375,7.080000019073486,7.8638369236453345,22.14228538023152,0.4489689636920171,7.043356645357359,-66.66666666666667,,,7.299999952316284,7.75,6.5,5850.0,1470.0000000000027
1996-10-10 00:00:00-04:00,7.0,7.0,7.0,7.0,0,0.0,0.0,0.0,33.33333333333333,30.370369663944945,43.50957164792253,-12.98085670415496,-19.506963874992078,-0.3793514421597166,0.08548180098142871,-0.4648332431411453,-2.5114150243721545,3.3274295040161217,-5.838844528388276,7.098306895271266,6.655439908409119,,0.02,0,15.795722446991489,43.36546961774493,43.96444882086427,6.5999999046325835,6.919999980926514,7.240000057220445,9.248557143813347,0.6250000000000053,7.026573427907237,-66.66666666666667,,,7.299999952316284,7.5,6.5,5850.0,1470.0000000000027
1996-10-11 00:00:00-04:00,7.0,7.0,7.0,7.0,700,0.0,0.0,0.0,33.33333333333333,33.33333333333333,43.50957164792253,-12.98085670415496,-19.506963874992078,-0.3614872417514281,0.08267680111177378,-0.4441640428632019,-1.7348198143034537,3.2832197712678575,-5.018039585571311,7.080432914312853,6.682331110240937,,0.02,0,14.605331216542893,43.365469617744935,43.964448820864284,7.0,7.0,7.0,3.1720657846433046e-15,1.0,7.016783217450122,-66.66666666666667,,,7.299999952316284,7.5,7.0,5850.0,1470.0000000000027
1996-10-15 00:00:00-04:00,7.0,7.0,7.0,7.0,0,0.0,0.0,0.0,31.746033367926728,32.804233344864464,43.50957164792253,-12.980856704154958,-31.21783610694245,-0.3433715606138641,0.08063398579947023,-0.4240055464133343,-0.9457525183690058,3.2578296537618443,-4.20358217213085,7.065808748074152,6.708684488036118,,0.02,0,13.516727517609231,43.36546961774493,43.96444882086428,7.0,7.0,7.0,3.1720657846433046e-15,1.0,7.0097902104571155,-71.42856656288647,,,7.299999952316284,7.25,7.0,5850.0,1470.0000000000027
1996-10-16 00:00:00-04:00,7.0,7.0,7.0,7.0,0,0.0,0.0,0.0,30.158733402520124,31.746033367926728,43.50957164792252,-12.980856704154961,-30.261659345399526,-0.3252652969235914,0.07899219959179438,-0.4042574965153858,-0.679906442450381,2.8189405837443755,-3.4988470261947566,7.0538435211515775,6.734510798275395,,0.02,0,12.520017163951225,43.365469617744935,43.96444882086428,7.0,7.0,7.0,3.1720657846433046e-15,1.0,7.0069930069930075,-71.42856656288647,,,7.200000047683716,7.25,6.5,5850.0,1470.0000000000027
1996-10-17 00:00:00-04:00,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,1300,0.0,0.0,0.0,19.047622291409017,26.98412968728529,38.262030740261395,-23.4759385194772,-145.5519958958683,-0.33928159027905824,0.05198072498906209,-0.39126231526812033,-0.6652278752622146,2.266895320746034,-2.9321231960082486,6.9713264999663025,,8.0,0.02,1,12.526681825045856,38.74969330186844,49.92881568370812,6.5999999046325835,6.919999980926514,7.240000057220445,9.248557143813347,-2.3245289035981496e-14,6.848951012938173,-100.0,,,6.799999952316284,7.25,6.5,4550.0,1470.0000000000027
1996-10-18 00:00:00-04:00,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,0.0,0.0,0.0,9.523811145704508,19.57672227987788,38.2620307402614,-23.475938519477207,-129.07802454572817,-0.3463965598278822,0.03589260435219055,-0.38228916418007275,-0.6504061025245902,1.825373674786927,-2.475779777311517,6.903812573541987,,7.9719999980926515,0.02,0,12.532796706549298,38.74969330186844,49.92881568370812,6.448081509567113,6.839999961853027,7.231918414138941,11.459603931919888,0.19381378215209327,6.7482516882302885,-100.0,,,6.799999952316284,7.25,6.5,4550.0,1470.0000000000027
1996-10-21 00:00:00-04:00,6.0,6.0,6.0,6.0,500,0.0,0.0,0.0,0.0,9.523811145704508,31.626412282751456,-36.74717543449709,-222.16902852179828,-0.3958866672818049,-0.010878002481385707,-0.3850086648004192,-2.2040068892390745,0.21741831045795434,-2.421425199697029,6.73948301471617,,7.944559996223449,0.04,0,13.690981954962115,32.69558405546511,57.75175295410482,5.906787842335743,6.639999961853027,7.373212081370311,22.084702521976112,0.06356425049658496,6.461538424858681,-100.0,,,6.5,7.0,6.5,4050.0,1470.0000000000027
1996-10-22 00:00:00-04:00,6.0,6.0,6.0,6.0,400,0.0,0.0,0.0,0.0,3.174603715234836,31.626412282751456,-36.74717543449709,-158.425567553136,-0.43014943902169644,-0.036112619377021815,-0.39403681964467463,-3.7037036405606214,-1.0258227526908739,-2.6778808878697475,6.605031557495048,,7.8667775963745115,0.04,0,14.755503898212599,32.69558405546512,57.751752954104816,5.664371216142898,6.439999961853028,7.215628707563157,24.087849388339198,0.216359170359149,6.282517459842708,-100.0,8.474999904632568,,6.5,7.0,6.0,4050.0,1470.0000000000027
1996-10-23 00:00:00-04:00,6.5,6.5,6.5,6.5,400,0.0,0.0,0.0,9.259258278112947,3.086419426037649,41.44144848004308,-17.11710303991385,-55.620148193950854,-0.4122054631595402,-0.014534914811892397,-0.3976705483476478,-3.1838315942814575,-0.40476056512936776,-2.7790710291520897,6.585934910677766,,7.792106492519531,0.04,0,14.352968262386494,41.52514886472871,50.175387593812964,5.780000032697416,6.339999961853027,6.899999891008639,17.66561301340883,0.6428571949894948,6.3643356503306565,-72.22222516566116,8.349999904632568,,6.5,7.0,6.0,4450.0,1470.0000000000027
1996-10-24 00:00:00-04:00,6.5,6.5,6.5,6.5,0,0.0,0.0,0.0,25.92592494477961,11.728394407630852,41.44144848004307,-17.117103039913847,-44.4444368756011,-0.3934492944566026,0.0033770031128361744,-0.39682629756943877,-3.1400966427541785,-0.2888204908816707,-2.851276151872508,6.570310381463626,,7.72042223281875,0.04,0,13.98243391840328,41.525148864728706,50.175387593812964,5.792363783082411,6.3199999809265135,6.847636178770616,16.697348083433088,0.6705720909681316,6.4146853060155475,-50.0,8.224999904632568,,6.5,7.0,6.0,4450.0,1470.0000000000027
1996-10-25 00:00:00-04:00,6.0,6.300000190734863,6.0,6.300000190734863,1200,0.0,0.0,0.0,35.92593130260838,23.703704841833645,38.854019520686755,-22.29196095862649,-95.65214586969073,-0.39022493858278295,0.005281087189324685,-0.39550602577210764,-3.555431079520317,-0.5633239421182474,-2.9921071374020696,6.521163074058396,,7.6516053435060005,0.04,0,14.608048173070767,36.04151835447316,56.75500915380444,5.811001138140482,6.2600000381469725,6.708998938153463,14.345012692344932,0.5445437088902809,6.369230837255092,-69.99998092651367,8.174999952316284,,6.5,7.0,6.5,3250.0,2670.000000000002
1996-10-28 00:00:00-05:00,6.0,6.0,6.0,6.0,1250,0.0,0.0,0.0,26.666673024495434,29.50617642396114,35.29430794174234,-29.411384116515315,-116.66666445908723,-0.40718336513818176,-0.009341871492859255,-0.3978414936453225,-4.1243893788617685,-0.9058257931677591,-3.2185635856940094,6.426406151502324,,7.585541129765761,0.04,0,15.184654477187596,33.20794056908676,52.29294039282887,5.811001138140482,6.2600000381469725,6.708998938153463,14.345012692344932,0.21046695421390338,6.225174867189848,-100.0,8.049999952316284,,6.5,7.0,6.5,2000.0,2670.000000000002
