,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,1962-01-02 05:00:00+00:00,0.0583984479308128,0.0603583050999285,0.0583984479308128,0.0583984479308128,841958,0.0,0.0
1,1962-01-03 05:00:00+00:00,0.0583984383146974,0.0593783643963205,0.0583984383146974,0.0591822527348995,801865,0.0,0.0
2,1962-01-04 05:00:00+00:00,0.0591822527348995,0.0593783643963205,0.0587906616375395,0.0591822527348995,962238,0.0,0.0
3,1962-01-05 05:00:00+00:00,0.0591822515346376,0.0595744748495252,0.0589867674195116,0.0593783631920814,962238,0.0,0.0
4,1962-01-08 05:00:00+00:00,0.0593783643963205,0.0601621834996744,0.0580068425341857,0.0591822527348995,1282984,0.0,0.0
5,1962-01-09 05:00:00+00:00,0.0591822655743371,0.0603583082556724,0.0587906743920224,0.0603583082556724,641492,0.0,0.0
6,1962-01-10 05:00:00+00:00,0.0603582629049679,0.0613381884629079,0.0603582629049679,0.0609459653496742,681585,0.0,0.0
7,1962-01-11 05:00:00+00:00,0.0609459961603274,0.0631019646059024,0.0607505120468805,0.062709741294384,2004663,0.0,0.0
8,1962-01-12 05:00:00+00:00,0.0627097435880388,0.0629058552509709,0.0599666998426336,0.0607505142688751,2004663,0.0,0.0
9,1962-01-15 05:00:00+00:00,0.0607505142688751,0.061142110052404,0.0603582956261626,0.0607505142688751,641492,0.0,0.0
10,1962-01-16 05:00:00+00:00,0.0603582951610954,0.0603582951610954,0.0587906616375395,0.0591822527348995,360839,0.0,0.0
11,1962-01-17 05:00:00+00:00,0.0591822579536536,0.0591822579536536,0.0572230331599712,0.0572230331599712,400933,0.0,0.0
12,1962-01-18 05:00:00+00:00,0.0576146286983922,0.05879067131824,0.0576146286983922,0.0583984479308128,320746,0.0,0.0
13,1962-01-19 05:00:00+00:00,0.0587906445556409,0.0595744587481021,0.0587906445556409,0.0595744587481021,441026,0.0,0.0
14,1962-01-22 05:00:00+00:00,0.0599667194823565,0.0605544224381446,0.0599667194823565,0.0605544224381446,360839,0.0,0.0
15,1962-01-23 05:00:00+00:00,0.0605544152764867,0.0619259421193224,0.059966712390205,0.0603583082556724,1202798,0.0,0.0
16,1962-01-24 05:00:00+00:00,0.0603582776237137,0.0603582776237137,0.0587906445556409,0.0595744587481021,360839,0.0,0.0
17,1962-01-25 05:00:00+00:00,0.0595744682616452,0.0597705798974025,0.0587906539440155,0.0587906539440155,160373,0.0,0.0
18,1962-01-26 05:00:00+00:00,0.05879067131824,0.059574485867508,0.0583984479308128,0.0583984479308128,360839,0.0,0.0
19,1962-01-29 05:00:00+00:00,0.0583984479308128,0.0591822624800808,0.0583984479308128,0.0583984479308128,240560,0.0,0.0
20,1962-01-30 05:00:00+00:00,0.0583984306725008,0.0589867608966217,0.0580068349432346,0.0587906539440155,681585,0.0,0.0
21,1962-01-31 05:00:00+00:00,0.0587906539440155,0.0589867608966217,0.0583984306725008,0.0587906539440155,320746,0.0,0.0
22,1962-02-01 05:00:00+00:00,0.0587906445556409,0.0605543845450033,0.0587906445556409,0.0595744587481021,1282984,0.0,0.0
23,1962-02-02 05:00:00+00:00,0.0595744587481021,0.0603582776237137,0.0595744587481021,0.0595744587481021,641492,0.0,0.0
24,1962-02-05 05:00:00+00:00,0.0595744587481021,0.0601621660192738,0.0595744587481021,0.0595744587481021,400933,0.0,0.0
25,1962-02-06 05:00:00+00:00,0.0595744760577416,0.0599666993805838,0.0591822527348995,0.0591822527348995,240560,0.0,0.0
26,1962-02-07 05:00:00+00:00,0.0595745045806104,0.0603583240592385,0.0595745045806104,0.0599667280912399,1403264,0.0,0.0
27,1962-02-08 05:00:00+00:00,0.0607504927901126,0.0621220141779041,0.0607504927901126,0.0615343116223812,2084849,0.0,0.0
28,1962-02-09 05:00:00+00:00,0.0617304412059747,0.0623181439327709,0.0617304412059747,0.0619259253144264,1042425,0.0,0.0
29,1962-02-12 05:00:00+00:00,0.0619259253144264,0.0621220322820229,0.0615343295552267,0.0619259253144264,641492,0.0,0.0
30,1962-02-13 05:00:00+00:00,0.0619259253144264,0.0619259253144264,0.0611421062537307,0.0619259253144264,641492,0.0,0.0
31,1962-02-14 05:00:00+00:00,0.0617304856888595,0.0617304856888595,0.0611421503126621,0.0611421503126621,200466,0.0,0.0
32,1962-02-15 05:00:00+00:00,0.0613382000287857,0.0617304232159767,0.0613382000287857,0.0615343116223812,481119,0.0,0.0
33,1962-02-16 05:00:00+00:00,0.0619259268968111,0.0636896720308676,0.0619259268968111,0.062709741294384,3728673,0.0,0.0
34,1962-02-19 05:00:00+00:00,0.0627097808123549,0.0627097808123549,0.0617304816842079,0.0617304816842079,841958,0.0,0.0
35,1962-02-20 05:00:00+00:00,0.0621220382843838,0.0623181499540805,0.0621220382843838,0.0623181499540805,240560,0.0,0.0
36,1962-02-21 05:00:00+00:00,0.0619259072674587,0.0619259072674587,0.0615343116223812,0.0615343116223812,120280,0.0,0.0
37,1962-02-23 05:00:00+00:00,0.0615343738967937,0.0617304856888595,0.0611421503126621,0.0611421503126621,441026,0.0,0.0
38,1962-02-26 05:00:00+00:00,0.0603582776237137,0.0603582776237137,0.0587906445556409,0.0595744587481021,761772,0.0,0.0
39,1962-02-27 05:00:00+00:00,0.0595744760577416,0.0603582951610954,0.0591822527348995,0.0591822527348995,481119,0.0,0.0
40,1962-02-28 05:00:00+00:00,0.0591822612311468,0.0595744846102968,0.0585945583879947,0.0585945583879947,280653,0.0,0.0
41,1962-03-01 05:00:00+00:00,0.0587906501278324,0.0601621717214584,0.0587906501278324,0.0601621717214584,441026,0.0,0.0
42,1962-03-02 05:00:00+00:00,0.0601621723638935,0.0605543909309858,0.0597705766558647,0.0597705766558647,280653,0.0,0.0
43,1962-03-05 05:00:00+00:00,0.0599667280912399,0.0609460270993979,0.0599667280912399,0.0599667280912399,441026,0.0,0.0
44,1962-03-06 05:00:00+00:00,0.0599666993805838,0.0599666993805838,0.0591822527348995,0.0591822527348995,160373,0.0,0.0
45,1962-03-07 05:00:00+00:00,0.0587906539440155,0.0587906539440155,0.0587906539440155,0.0587906539440155,120280,0.0,0.0
46,1962-03-08 05:00:00+00:00,0.0587906507556219,0.0597705766558647,0.0585945391305003,0.0597705766558647,360839,0.0,0.0
47,1962-03-09 05:00:00+00:00,0.0597705703525421,0.0603582776237137,0.0595744587481021,0.0595744587481021,521212,0.0,0.0
48,1962-03-12 05:00:00+00:00,0.0597705881797015,0.0607505142688751,0.0597705881797015,0.0607505142688751,400933,0.0,0.0
49,1962-03-13 05:00:00+00:00,0.0609074360468289,0.06188989803195,0.0609074360468289,0.06188989803195,360839,0.000249,0.0
50,1962-03-14 05:00:00+00:00,0.0618899127471383,0.0624791337177337,0.0613000579178333,0.0613000579178333,601399,0.0,0.0
51,1962-03-15 05:00:00+00:00,0.0613000370656028,0.0620858807405651,0.0613000370656028,0.0616932734847068,280653,0.0,0.0
52,1962-03-16 05:00:00+00:00,0.0616932734847068,0.0618898916942589,0.0614966552751548,0.0616932734847068,120280,0.0,0.0
53,1962-03-19 05:00:00+00:00,0.0616932734847068,0.062282494254869,0.0616932734847068,0.0616932734847068,561306,0.0,0.0
54,1962-03-20 05:00:00+00:00,0.0612999969676774,0.0612999969676774,0.0609073899686336,0.0609073899686336,240560,0.0,0.0
55,1962-03-21 05:00:00+00:00,0.0607107989524153,0.0607107989524153,0.0599249601364135,0.0599249601364135,320746,0.0,0.0
56,1962-03-22 05:00:00+00:00,0.0597283677047953,0.0597283677047953,0.0593351311981678,0.0593351311981678,120280,0.0,0.0
57,1962-03-23 05:00:00+00:00,0.0593351311981678,0.0601216042114228,0.0593351311981678,0.0593351311981678,441026,0.0,0.0
58,1962-03-26 05:00:00+00:00,0.0593351592145943,0.0597283959068974,0.0589425563812255,0.0589425563812255,200466,0.0,0.0
59,1962-03-27 05:00:00+00:00,0.0585493026311318,0.0585493026311318,0.0581566952168941,0.0581566952168941,240560,0.0,0.0
60,1962-03-28 05:00:00+00:00,0.0579600606307007,0.0579600606307007,0.0575674533268571,0.0577634423971176,240560,0.0,0.0
61,1962-03-29 05:00:00+00:00,0.0581566912697066,0.0587459169328212,0.0581566912697066,0.0587459169328212,320746,0.0,0.0
62,1962-03-30 05:00:00+00:00,0.0587459169328212,0.0589425352083451,0.0583533095452304,0.0587459169328212,441026,0.0,0.0
63,1962-04-02 05:00:00+00:00,0.0587459209200004,0.0593351419278568,0.0581566952168941,0.0581566952168941,280653,0.0,0.0
64,1962-04-03 05:00:00+00:00,0.0581566788642838,0.0587459044017106,0.0577634423971176,0.0577634423971176,320746,0.0,0.0
65,1962-04-04 05:00:00+00:00,0.0581566952168941,0.0581566952168941,0.0581566952168941,0.0581566952168941,160373,0.0,0.0
